209, 996, -1997
500, 1515, -1997
500, 1515, -1997
1047, 1994, -1986
1682, 1997, -740
1654, 1955, 1953
690, 1660, 1909
775, 1995, 114
778, 1997, 1047
1146, 1960, 1998
480, 1096, 1998
-546, 1883, 1998
-89, 1748, 1998
148, 847, 1998
-,-,-
539, 414, -1960
1117, 865, -1997
1656, 1783, -1847
1591, 1963, 951
1352, 1043, 1964
809, 1345, -37
914, 1997, -1738
1354, 1997, 1305
929, 1647, 1998
929, 1647, 1998
90, 1241, 1998
40, 1989, 1879
-,-,-
151, 345, -1997
174, 485, -1997
179, 743, -1997
411, 1067, -1997
877, 1469, -1997
1891, 1944, -1720
1997, 1967, 521
1264, 1274, 1991
614, 1400, 1391
816, 1883, 969
810, 1984, 1855
549, 1085, 1998
33, 867, 1998
-28, 1014, 1998
-28, 1014, 1998
-,-,-
57, 46, -1996
240, 169, -1997
219, 438, -1997
280, 904, -1997
280, 904, -1997
763, 1555, -1985
1331, 1994, -1068
1463, 1730, 1626
973, 1361, 1243
310, 1942, -245
742, 1997, 1575
1396, 1819, 1998
1295, 1174, 1998
-,-,-
878, 70, -1997
1019, 190, -1993
1044, 436, -1997
956, 958, -1997
1284, 1281, -848
991, 1446, -300
821, 1957, -668
701, 1997, 773
357, 1994, 1998
178, 1730, 1998
270, 1667, 1998
423, 1509, 1998
423, 1509, 1998
-,-,-
264, 622, -1992
462, 1000, -1997
496, 1734, -1997
1156, 1997, -1951
1789, 1997, 871
1437, 1997, 1652
1275, 1997, 1013
262, 1997, 1776
629, 1985, 1998
1002, 1326, 1998
-86, 1194, 1998
-86, 1194, 1998
-659, 1045, 1998
-243, 722, 1998
151, 700, 1998
-,-,-
290, 16, -1997
254, 173, -1997
357, 367, -1997
570, 878, -1997
832, 1831, -1997
1572, 1997, -550
1468, 1997, 1449
1222, 1745, 1998
-154, 1964, 1654
158, 1997, 1819
1050, 1797, 1998
587, 1076, 1998
-396, 1301, 1998
-68, 1130, 1998
-68, 1130, 1998
-,-,-
-129, 563, -1996
102, 1112, -1997
1008, 1925, -1997
1953, 1997, -476
1790, 1719, 1929
385, 1277, 1811
385, 1277, 1811
-76, 1793, 1166
458, 1848, 1943
1121, 1002, 1998
1104, 435, 1998
179, 546, 1998
-345, 608, 1998
164, 408, 1998
-,-,-
66, 0, -1997
81, 400, -1997
151, 936, -1997
816, 1857, -1997
1407, 1997, -188
1469, 1703, 1716
641, 1664, 1001
540, 1997, 1012
1167, 1846, 1998
1167, 1846, 1998
1071, 1308, 1998
629, 947, 1998
-244, 1131, 1998
47, 853, 1998
433, 520, 1998
459, 527, 1998
-,-,-
-160, 396, -1991
290, 856, -1997
892, 1466, -1573
1143, 1952, -95
1145, 1513, 1933
925, 1213, 1550
432, 1677, 1360
432, 1677, 1360
514, 1716, 1857
909, 819, 1998
269, 829, 1998
-86, 1229, 1998
154, 877, 1998
293, 633, 1998
374, 566, 1937
403, 483, 1771
403, 483, 1771
385, 491, 1703
-,-,-
-228, -169, -1997
-140, 65, -1997
-70, 533, -1997
549, 947, -1919
1008, 1602, -1286
827, 1614, 1459
467, 743, 1888
599, 1237, 85
314, 1812, 1352
855, 1229, 1998
855, 1229, 1998
827, 558, 1998
145, 895, 1998
33, 1023, 1998
303, 656, 1998
340, 517, 1998
-,-,-
-237, 155, -1997
24, 484, -1997
232, 1046, -1997
934, 1802, -1792
1152, 1952, 487
1433, 1276, 1709
964, 862, 1563
103, 1482, 919
103, 1482, 919
458, 1919, 1204
927, 1641, 1969
-,-,-
87, 123, -1997
91, 190, -1997
177, 336, -1997
159, 696, -1642
683, 986, -270
613, 684, 818
239, 1019, -535
239, 1019, -535
736, 1847, -898
806, 1997, 550
1021, 1908, 1990
826, 1297, 1998
358, 1726, 1998
236, 1306, 1998
140, 728, 1998
449, 440, 1998
532, 571, 1996
511, 545, 1998
-,-,-
-60, 3, -1997
25, 414, -1997
25, 414, -1997
335, 1237, -1997
1041, 1788, -598
1667, 1186, 1725
1358, 238, 1998
489, 530, 1232
189, 931, 1086
44, 1122, 1752
671, 516, 1998
547, 164, 1998
56, 583, 1998
56, 583, 1998
-122, 782, 1998
-,-,-
133, 420, -1997
67, 765, -1997
619, 1871, -1863
1287, 1997, 505
1387, 1493, 1879
1263, 891, 1647
1263, 891, 1647
897, 1460, 310
623, 1827, 1772
-,-,-
-232, -277, -1997
-498, -80, -1997
-416, 336, -1997
567, 699, -1475
1053, 405, 962
1053, 405, 962
573, 333, -58
544, 901, -857
604, 1669, -407
677, 1853, 1205
1056, 1065, 1998
1073, 855, 1998
284, 1331, 1998
-71, 1110, 1998
215, 571, 1998
215, 571, 1998
409, 472, 1998
-,-,-
-253, -340, -1995
-223, -187, -1997
-341, 261, -1997
166, 1080, -1783
772, 1093, 40
772, 1093, 40
1256, 693, 1139
929, 607, 1067
213, 1223, 549
440, 1535, 1215
830, 1346, 1996
-,-,-
131, 527, -1997
298, 1141, -1997
1275, 1958, -1845
1982, 1997, 401
1526, 1145, 1998
948, 792, 1085
670, 1698, -323
603, 1997, 934
765, 1526, 1998
445, 752, 1998
-216, 1432, 1998
-239, 1328, 1998
63, 798, 1998
63, 798, 1998
364, 612, 1998
-,-,-
-355, -316, -1997
-619, -39, -1992
-455, 280, -1997
528, 818, -1997
1444, 1391, -1477
1280, 1396, 721
607, 1039, 1448
753, 1484, 6
755, 1991, 466
1143, 1846, 1908
995, 1087, 1998
-34, 1355, 1998
-34, 1355, 1998
-423, 1516, 1998
-11, 1051, 1998
-,-,-
-208, -414, -1974
-342, -378, -1997
-406, 48, -1997
-81, 618, -1997
1003, 832, -1348
1077, 662, 120
823, 829, 405
823, 829, 405
573, 1263, 343
546, 1881, 371
668, 1820, 1783
429, 1181, 1998
78, 1289, 1998
204, 1256, 1998
103, 802, 1998
103, 802, 1998
-,-,-
-215, 367, -1997
193, 576, -1997
550, 1363, -1997
550, 1363, -1997
1163, 1997, -1901
1623, 1978, 978
1526, 743, 1998
